"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time"
1771320077,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771320067,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771320057,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771320047,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771320037,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771320027,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771320017,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771320007,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771319997,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
1771319987,10,"GET","Total",50.0,0.0,50,60,70,80,90,100,110,120,130,1000,0,50,55,10,200
